url,api,name,discount_price,price,brand,description,oos,name_in_english
"https://www.ishopchangi.com/en/product/longmorn-18-years-old-single-malt-whisky-48--700ml---secret-speyside-mp00088822.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/longmorn-18-years-old-single-malt-whisky-48--700ml---secret-speyside-mp00088822.model.json, 18 YEARS OLD SINGLE MALT WHISKY 48% 700ML - SECRET SPEYSIDE,135.5,0.0,LONGMORN,"Inspired by innovation and admired by all. <br />Longmorn’s 18 year old single malt was double cask matured in American Oak barrels and hogsheads. Individually numbered, each bottle is non-chill filtered and sits at 48% ABV.<br />This whisky encapsulates the pioneering distillery’s signature soft, rich creamy toffee profile with leading notes of mango and ripe juicy pear.<br /><br />Tasting Notes:<br />Incredibly smooth with notes of mango and creamy toffee, complemented by flavours of ripe juicy pear and a touch of oak. The finish is incredibly sweet and long.<br /><br />Category: Scotch Whisky<br />Place of Origin: Scotland<br />Ingredients: Scotch Whisky (malt distillate), water, colour: plain caramel<br />Alcohol Content: 48% vol<br />Consumption Tips: Neat/on the rocks or with a drop of water.<br />Brand Story: Secret Speyside is a collection of rare and aged single malt Scotch whiskies from seldom-seen, yet highly sought-after Speyside distilleries. One of Speyside’s best kept secrets, Longmorn was designed by founder John Duff in 1894 to create a whisky of outstanding quality fusing together his unique insight in technology and craft. Duff, a forward-thinking founder even built a railway station next to the distillery, to facilitate supplies getting to the distillery and speed up the finished product getting into the hands of whisky lovers. This ‘pioneering distillery’ has long been considered world class by distillers, blenders and connoisseurs and often referred to as ‘every distiller’s favourite… apart from their own’. <br />Awards & Recognitions: ISC 2020 - Gold, IWSC 2020 - Silver",,LONGMORN-18-YEARS-OLD-SINGLE-MALT-WHISKY-48--700ML---SECRET-SPEYSIDE
"https://www.ishopchangi.com/en/product/glendronach-forgue-10yo-43--1000ml-mp00088594.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/glendronach-forgue-10yo-43--1000ml-mp00088594.model.json, FORGUE 10YO 43% 1000ML,92.5,0.0,GLENDRONACH,"This is the distillery’s first foray into the travel retail market. The GlenDronach Forgue 10 Year Old has been matured in a combination of Oloroso and Pedro Ximénez sherry casks, an expression that celebrates the heritage and rich terroir of the Forgue Valley. <br />Nose: Warm with malt and citrus peel, baking bread, hint of cinnamon and a bit of minerals. Also a hint of brown sugar and wood spices. <br />Palate: Spicy and viscous, peppery, citrus peel and a hit of green cardamom and some white tea..",,GLENDRONACH-FORGUE-10YO-43--1000ML
"https://www.ishopchangi.com/en/product/glenfiddich-select-cask-single-malt-scotch-whisky-1125ml-mp00062891.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/glenfiddich-select-cask-single-malt-scotch-whisky-1125ml-mp00062891.model.json, SELECT CASK SINGLE MALT SCOTCH WHISKY 1125ML,107.14,0.0,GLENFIDDICH,"<b>Images shown are for illustration purposes only, vintage may vary.</b><br /><br /><p>With elegant layers of sweetness, spice and hints of citrus, Glenfiddich Select is a deliciously smooth expression made from casks married using our unique Solera vat process to create a single malt of unrivalled quality and consistency. Each cask is hand-selected by our Malt Master, Brian Kinsman, and chosen for its unique taste profile. Individual casks are then married in our Solera Vat, a unique process where the flavours from each cask interact with each other to create a uniquely smooth and refined single malt. A beautifully soft, sweet single malt, our Select expression combines the refined taste of oak with the signature orchard fruit of the Glenfiddich collection.</p><br /><p>COLOUR: Autumn barley</p><br /><p>NOSE: Beautifully fragrant and floral. Summer blossom notes with hints of creamy vanilla toffee and subtle oakiness. A touch of zesty citrus in the background</p><br /><p>TASTE: Very soft and mellow with a lovely balance of oak and the trademark Glenfiddich character. Layers of sweetness and spice with hints of freshly ground pepper</p><br /><p>FINISH: Crisp, refreshing and extremely well balanced</p>",,GLENFIDDICH-SELECT-CASK-SINGLE-MALT-SCOTCH-WHISKY-1125ML
"https://www.ishopchangi.com/en/product/lagavulin-16-years-old-whisky-mp00114915.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/lagavulin-16-years-old-whisky-mp00114915.model.json, 16 Years Old Whisky,125.9,138.0,LAGAVULIN,"Aged in oak casks for at least 16 years, this single malt has the massive peat-smoke that's typical of southern Islay - but also offering a dryness that turns it into a truly interesting dram. Lagavulin 16 is peaty, smoky, full-bodied, rich and complex.",,Lagavulin-16-Years-Old-Whisky
"https://www.ishopchangi.com/en/product/the-balvenie-16-year-old-triple-cask-single-malt-scotch-whisky-200ml-mp00062876.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/the-balvenie-16-year-old-triple-cask-single-malt-scotch-whisky-200ml-mp00062876.model.json,THE  16 YEAR OLD TRIPLE CASK SINGLE MALT SCOTCH WHISKY 200ML,44.0,0.0,BALVENIE,"<p>An exquisite marriage of The Balvenie matured for 16 years in three distinct cask types: Oloroso Sherry butts, first-fill Bourbon barrels, and traditional whisky casks &ndash; in a large wooden vessel known as a marrying tun. These new marriages of The Balvenie are made to precise recipes refined over time by our Malt Master David C. Stewart MBE to ensure that each captures the distillery&rsquo;s distinctive rich, smooth and honeyed style. The Balvenie 16 is characterised by vanilla sweetness and delicate fruit.</p><br /><p>NOSE: Rich and complex with hints of vanilla and sweetness</p><br /><p>TASTE: Delicate fruits play with toffee, oak tannin and mellow spice FINISH: Gentle and lingering</p>",,THE-BALVENIE-16-YEAR-OLD-TRIPLE-CASK-SINGLE-MALT-SCOTCH-WHISKY-200ML
"https://www.ishopchangi.com/en/product/bruichladdich-1990-27-49-5--700ml-mp00119586.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/bruichladdich-1990-27-49-5--700ml-mp00119586.model.json, 1990/27 49.5% 700ML,638.0,0.0,BRUICHLADDICH,"Distilled by an earlier generation of Bruichladdich stillmen, this unpeated Bruichladdich spirit lay untouched in our loch-side warehouses for 17 short years before Jim had a vision for its future. In a risky turn, he transferred this already precious spirit into the finest French oak casks from Bordeaux of the very highest provenance. This final decade in Bordeaux wine casks brings structure, balance and layers of complexity to an otherwise simplistic dram. Just 12,000 bottles of the Bruichladdich HB’90 are available exclusively through Global Travel Retail. Each is individually numbered and bottled at a cask strength of 49.5% alc. Vol.",,Bruichladdich-1990-27-49-5--700ML
"https://www.ishopchangi.com/en/product/tobermory-12yo-700ml-46-3--mp00119637.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/tobermory-12yo-700ml-46-3--mp00119637.model.json, 12YO 700ML 46.3%,72.0,80.0,TOBERMORY,"Matured exclusively in ex-bourbon casks, Tobermory 12 Year Old has a vibrant, fruity and spicy character with a subtle, salty edge. This Hebridean single malt has sweet, honeyed aromas of vanilla, ripe oranges and delicate flowers",,TOBERMORY-12YO-700ML-46-3-
"https://www.ishopchangi.com/en/product/glenmorangie-tribute-16-years-old-1000ml-43--mp00088710.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/glenmorangie-tribute-16-years-old-1000ml-43--mp00088710.model.json, TRIBUTE 16 YEARS OLD 1000ML 43%,127.8,142.0,GLENMORANGIE,"Created exclusively for travellers, this zesty and rounded single malt pays homage to the lightly peated whisky of Glenmorangie’s past. Looking back at the time when our barley was dried in a peat-fired kiln, we distilled a heritage spirit batch, with a touch of smoke. Aged in American oak bourbon casks for smoothness and skilfully married with our signature spirit, our 16-year-old Tribute delights with its creamy vanilla and zesty citrus notes.<br /><br />AROMA: Fresh flowers entwine with gentle smoke, vanilla and a distinctive mossy scent. Then charred notes come to the fore, with whispers of lemon and orange.<br /><br />TASTE: Smooth on the palate, with the sweetness of vanilla cream, pears, almonds and star anise, set against fennel, grapefruit and salted fudge.<br /><br />FINISH: A subtle smokiness fades into classic Glenmorangie notes of citrus, vanilla and toffee.<br /><br />AWARDS: <br />ISC 2020: Gold<br />Travel Retail Spirits Masters 2020: Gold<br /><br />THE PERFECT SERVE: Enjoy neat or with a little water or 2-3 large rocks of ice<br /><br />STORAGE ADVICE: Store upright in a cool, dark, dry place<br /><br />ABV: 43.0 % Vol.<br /><br />- Travellers' exclusive -",,GLENMORANGIE-TRIBUTE-16-YEARS-OLD-1000ML-43-
"https://www.ishopchangi.com/en/product/bunnahabhain-eirigh-na-greine-46-3--1000ml-mp00088666.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/bunnahabhain-eirigh-na-greine-46-3--1000ml-mp00088666.model.json, EIRIGH NA GREINE 46.3% 1000ML,102.5,0.0,BUNNAHABHAIN,"<b>Images shown are for illustration purposes only, vintage may vary.</b><br /><br />EIRIGH NA GREINE IS A LIMITED-EDITION BUNNAHABHAIN THAT COMBINES THE DISTILLERY'S SIGNATURE FLAVOURS OF FRUIT AND NUTS, AND HINTS OF SEA SALT AND SMOKE WITH RICH, SWEET SPICE FROM AGEING IN RED-WINE CASKS.",,BUNNAHABHAIN-EIRIGH-NA-GREINE-46-3--1000ML
"https://www.ishopchangi.com/en/product/the-glenlivet-triple-cask-matured-rare-cask-single-malt-whisky-40--1000ml-mp00088810.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/the-glenlivet-triple-cask-matured-rare-cask-single-malt-whisky-40--1000ml-mp00088810.model.json, TRIPLE CASK MATURED RARE CASK SINGLE MALT WHISKY 40% 1000ML,122.8,153.5,THE GLENLIVET,"<b>Images shown are for illustration purposes only, vintage may vary.</b><br /><br />The Rare Cask is The Glenlivet's most exceptional triple cask expression and has a very high proportion of hand selcted First Fill Ex- Sherry casks which impart depth with intense spice and rich and dry fruity notes. <br /><br />Colour: Amber, hints of copper<br />Nose: Subtle fruit notes of peaches in syrup, with a hint of ginger spices <br />Palate: Perfectly balanced, with warm, fruity orange marmalade flavours and subtle notes of vanilla and liquorice",,THE-GLENLIVET-TRIPLE-CASK-MATURED-RARE-CASK-SINGLE-MALT-WHISKY-40--1000ML
"https://www.ishopchangi.com/en/product/highland-park-14yo-loyalty-of-the-wolf-1000ml-mp00063014.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/highland-park-14yo-loyalty-of-the-wolf-1000ml-mp00063014.model.json, 14YO LOYALTY OF THE WOLF 1000ML,155.0,0.0,HIGHLAND PARK,"Highland Park 14 Year Old Loyalty of the Wolf is a sweet and complex whisky displaying a fine balance of contrasting flavours while reflecting the characteristics of the wolf, with which the Vikings felt strong affinity to.",,HIGHLAND-PARK-14YO-LOYALTY-OF-THE-WOLF-1000ML
"https://www.ishopchangi.com/en/product/the-macallan-12-years-sherry-cask-700ml-mp00107361.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/the-macallan-12-years-sherry-cask-700ml-mp00107361.model.json,The  12 Years Sherry Cask 700ml,137.5,143.0,MACALLAN,"Founded in 1824, The Macallan was one of the first distilleries in Scotland to be legally licensed. Since then, The Macallan has built a reputation as one of the world’s truly great single malt whiskies.<br /><br /><p><span style=""font-weight:bold;"">Colour:</span></p> <br /><p>Rich gold</p><br><br><br /><p><span style=""font-weight:bold;"">Nose : </span></p><br /><p>Vanilla with hints of sweetness and wood smoke</p><br><br><br /><p><span style=""font-weight:bold;"">Palate : </span></p> <br /><p>Deliciously smooth, with rich dried fruits and sherry, balanced</p> <br />with wood smoke and spice<br /><p><span style=""font-weight:bold;"">Finish : Sweet toffee, dried fruits, lingering wood smoke and spice",,The-Macallan-12-Years-Sherry-Cask-700ml
"https://www.ishopchangi.com/en/product/laphroaig-48--1000ml-tube-gtr-mp00088746.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/laphroaig-48--1000ml-tube-gtr-mp00088746.model.json, 48% 1000ML TUBE GTR,111.6,139.5,LAPHROAIG,"<b>Images shown are for illustration purposes only, vintage may vary.</b><br /><br />Laphroaig PX is the first to enjoy maturation in Pedro Ximenez sherry casks, widely referred to as “PX” casks. The three types of barrels used in the maturation each impart a subtly different character, from American oak to Quarter Cask to Pedro Ximenez sherry. The last maturation in the ex-PX Cask provides the rich, sweeter and full bodied notes which perfectly complement the peat-smoke tang of Laphroaig.",,LAPHROAIG-48--1000ML-TUBE-GTR
"https://www.ishopchangi.com/en/product/the-singleton-dufftown-12-years-old-whisky-mp00114236.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/the-singleton-dufftown-12-years-old-whisky-mp00114236.model.json,The  Dufftown 12 Years Old Whisky,66.9,112.35,SINGLETON,"This smooth, naturally rich Scotch has sweet fruity notes and a lingering, pleasurable warmth of toasted nuts. Combining the sweetness from ageing in American oak and fruitiness from European in a slow-distilled, traditionally made Speyside malt whisky.",,The-Singleton-Dufftown-12-Years-Old-Whisky
"https://www.ishopchangi.com/en/product/kavalan-solist-vinho-barrique--single-cask-strength-single-malt-whisky-55-6--1000ml-mp00123640.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/kavalan-solist-vinho-barrique--single-cask-strength-single-malt-whisky-55-6--1000ml-mp00123640.model.json, SOLIST VINHO BARRIQUE  SINGLE CASK STRENGTH SINGLE MALT WHISKY 55.6% 1000ML,207.5,0.0,KAVALAN,"<b>Images shown are for illustration purposes only, vintage may vary.</b><br /><br />Vinho is fully matured in used American oak wine barrels that have been toasted and recharred in a way that brings out fruity vanilla notes from the wood into the whisky overlaid on a delicate background of complex fruitiness. It has a complex and multi-dimensional background of pepper, spice, dates and other fruits, such as ripe melon and mango together with kiwi and a delicate blend of bursting citrus fruits.",,KAVALAN-SOLIST-VINHO-BARRIQUE--SINGLE-CASK-STRENGTH-SINGLE-MALT-WHISKY-55-6--1000ML
"https://www.ishopchangi.com/en/product/bruichladdich-port-charlotte-10-1000ml-mp00062708.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/bruichladdich-port-charlotte-10-1000ml-mp00062708.model.json, PORT CHARLOTTE 10 1000ML,156.9,0.0,BRUICHLADDICH,"<b>Images shown are for illustration purposes only, vintage may vary.</b><br /><br />AGEING FOR 10 YEARS ON THE SHORES OF LOCHINDAAL HAS HAD A PROFOUND EFFECT ON THIS SPIRIT. LIKE SUNSHINE ON A WINTERS DAY, THIS PORT CHARLOTTE 10 BRINGS CLARITY AND LIGHTENS THE MOOD, WELCOMING AND BRIGHTENING THE FUTURE.<br />• HEAVILY PEATED ISLAY SINGLE MALT SCOTCH WHISKY<br />• PHENOL LEVEL: 40 PARTS PER MILLION<br />• 10 AGED YEARS<br />• STRENGTH: 50% alc./vol<br />• 100% SCOTTISH BARLEY<br />• MATURATION PROFILE: 65% 1ST FILL AMERICAN WHISKEY CASKS/10% 2ND FILL AMERICAN WHISKEY CASKS/25% 2ND FILL FRENCH WINE CASKS<br />• BOTTLED ONSITE WITH ISLAY SPRING WATER<br />• NON CHILL FILTERED & COLOURING FREE<br />• 1 LITRE FORMAT",,BRUICHLADDICH-PORT-CHARLOTTE-10-1000ML
"https://www.ishopchangi.com/en/product/bowmore-15-years-single-malt-scotch-whisky-mp00093918.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/bowmore-15-years-single-malt-scotch-whisky-mp00093918.model.json, 15 Years Single Malt Scotch Whisky,94.5,169.0,BOWMORE,"<p><span style=""color:blue; font-weight: bold;"">Note: This item will be delivered separately if the order contains items from other merchants</span></p><br><br>The First Islay Single Malt Whisky. From the Hebridean island of Islay, Bowmore’s roots
(and its distillery) go back over 230 years. One sip and you taste the unmistakable smoky
peatiness of the first Islay malt.
 

Colour:	Treacle dark amber
Nose:	Delicious dark chocolate, sun-dried fruits and a tell-tale wisp of Islay smoke
Palate:	Wonderful cedar wood and rich treacle toffee
Finish:	Robust and complex finish with a hint of sherry tannin 

<p><span style=""font-weight: bold;"">List price includes Duty.</span><p>",,Bowmore-15-Years-Single-Malt-Scotch-Whisky
